OCCUPATION,Current monthly rent,How long have you stayed at this PG? (in months),"Overall, how would you rate the physical amenities (room, furniture, Wi-Fi, food) at this PG?",How would you rate the security of the PG?,"When you last raised a complaint, how long did it take to resolve?",How many complaints have you raised in the last 3 months?,Is your security deposit fully refundable based on what you've seen/heard from others who left?,Do you feel your rent is fair compared to similar PGs nearby?,"Overall, how satisfied are you with this PG?",Do you intend to renew/continue your stay at this PG beyond your current term?,What's the single biggest reason for your answer above?
WORKING PROFESSIONAL,5000,16.3,4,5,same day,2,Not sure,fair,5,No,The amenities need improvement.
WORKING PROFESSIONAL,16500,23.6,4,4,few days,0,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,13500,4.7,5,5,same day,3,"Yes, straightforward",fair,4,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,5000,29.1,4,4,same day,2,"Yes, straightforward",fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,18000,21.6,3,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
STUDENT,5000,12.5,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,8500,9.2,4,4,no complaints raised,3,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,10000,28.8,5,4,same day,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,6000,14.2,4,4,same day,2,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,13000,6.1,5,4,few days,1,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,10.8,3,5,same day,0,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,27.7,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
STUDENT,16500,1.0,4,4,same day,2,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
STUDENT,12500,11.2,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,12000,32.1,3,5,same day,1,Not sure,fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,13.9,4,4,same day,1,Disputes are common,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,11000,20.4,4,3,same day,0,"Yes, straightforward",underpriced,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,16500,32.4,5,5,never resolved,1,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,29.5,3,4,same day,3,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,9.9,4,5,no complaints raised,1,"Yes, straightforward",fair,4,Yes,The security and facilities are satisfactory.
STUDENT,14000,14.5,3,5,never resolved,0,"Yes, straightforward",overpriced,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,7000,29.7,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,8500,30.2,4,3,same day,3,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,6000,15.1,4,3,few days,2,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,16000,15.6,2,5,no complaints raised,0,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,11500,20.3,4,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,15000,36.0,3,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,10000,32.1,3,5,never resolved,2,Disputes are common,fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,26.6,3,4,same day,3,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,10500,1.0,3,4,same day,1,Not sure,fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,11000,12.4,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,13500,13.1,4,4,same day,2,"Yes, straightforward",underpriced,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,36.0,5,5,same day,2,Not sure,fair,5,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,5000,12.9,3,4,same day,0,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,34.8,4,4,never resolved,1,"Yes, straightforward",overpriced,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,7000,8.0,4,4,same day,1,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,12500,9.2,5,5,few days,2,"Yes, straightforward",underpriced,5,Maybe,"The location is good, but the rent could be better."
STUDENT,6500,23.5,4,4,few days,1,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,10000,36.0,4,4,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,13.3,5,3,same day,0,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,1.0,4,5,same day,3,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,16000,1.0,3,4,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,20.8,3,4,same day,2,"Yes, straightforward",fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,12500,1.0,3,5,few days,0,Disputes are common,overpriced,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,15500,3.7,5,4,no complaints raised,2,Not sure,fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,16.6,3,5,few days,1,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,1.0,5,3,same day,1,"Yes, straightforward",fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,10.8,3,4,same day,2,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,5000,1.0,3,4,no complaints raised,1,"Yes, straightforward",underpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,1.0,5,3,no complaints raised,0,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,4.6,5,4,same day,3,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,18000,1.0,4,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,6500,23.3,5,3,same day,1,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,9500,34.0,3,3,few days,2,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,11.1,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,7.7,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,17500,10.3,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,1.0,4,3,few days,0,Disputes are common,fair,4,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,1.0,5,4,few days,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
STUDENT,5000,1.0,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,1.0,2,4,same day,1,"Yes, straightforward",overpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,12000,36.0,5,4,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,13000,6.3,5,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,1.0,4,3,same day,2,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,7.8,4,3,same day,2,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,1.0,4,5,few days,0,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,11000,17.3,2,5,no complaints raised,0,Not sure,fair,4,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,15.7,4,4,few days,1,"Yes, straightforward",fair,4,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,5500,17.2,4,4,same day,3,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,7500,15.8,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,10.9,4,5,same day,0,Not sure,fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,1.0,5,4,no complaints raised,1,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,15.3,3,4,no complaints raised,3,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,6500,31.4,5,5,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,36.0,5,4,same day,0,"Yes, straightforward",underpriced,3,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,18000,12.9,5,4,few days,0,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,9000,14.5,5,3,few days,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,23.8,5,5,few days,2,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,36.0,3,5,same day,1,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,9.3,4,3,same day,2,"Yes, straightforward",underpriced,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,18000,26.6,3,3,same day,1,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,9500,4.3,5,4,same day,2,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,21.3,5,5,same day,1,Disputes are common,fair,5,Yes,The rent is reasonable and the facilities are good.
STUDENT,18000,30.7,5,5,same day,1,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,1.0,4,4,same day,2,"Yes, straightforward",fair,4,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,5000,8.7,2,4,same day,0,"Yes, straightforward",underpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,17000,30.4,3,3,same day,1,"Yes, straightforward",fair,4,Yes,The rent is reasonable and the facilities are good.
STUDENT,17000,25.5,3,5,no complaints raised,3,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,31.6,4,5,same day,0,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,12000,28.9,4,4,no complaints raised,0,Not sure,overpriced,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,11.4,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,36.0,2,4,no complaints raised,3,Not sure,fair,3,No,I found better accommodation options nearby.
STUDENT,13500,18.4,4,5,over a week,1,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,9500,1.0,4,4,same day,2,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,10500,12.3,5,3,same day,0,"Yes, straightforward",overpriced,5,Maybe,"The location is good, but the rent could be better."
STUDENT,16500,9.5,5,3,same day,2,"Yes, straightforward",overpriced,4,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,10000,28.1,4,3,same day,3,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,9.8,4,5,few days,3,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,32.5,3,5,few days,4,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
STUDENT,18000,24.6,5,4,few days,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,1.7,4,2,no complaints raised,2,Not sure,fair,3,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,6000,14.3,3,4,no complaints raised,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,7500,5.0,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,19.1,4,4,same day,0,Disputes are common,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,4.9,4,4,same day,3,Not sure,fair,3,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,5000,17.5,4,3,same day,0,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,5000,12.4,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,6500,14.2,4,3,same day,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,36.0,4,4,same day,0,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,11500,11.1,3,4,same day,2,"Yes, straightforward",fair,3,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,1.0,3,5,never resolved,0,Not sure,underpriced,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,31.3,3,4,few days,0,"Yes, straightforward",fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,31.2,4,4,never resolved,3,Not sure,fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,16000,1.0,4,5,never resolved,0,"Yes, straightforward",fair,4,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,17000,6.1,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,8000,22.8,4,3,same day,0,Not sure,fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,24.1,5,5,same day,0,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,8500,16.3,5,4,same day,1,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,16500,16.7,5,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,2.6,4,4,few days,0,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
STUDENT,15000,1.0,4,5,same day,1,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,14000,36.0,4,5,same day,2,Disputes are common,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,11000,2.2,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,8500,19.0,5,5,same day,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,14.1,3,4,same day,0,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,29.6,5,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,18.1,4,4,same day,1,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,10500,18.7,3,4,no complaints raised,1,"Yes, straightforward",underpriced,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,6500,1.0,4,5,no complaints raised,1,"Yes, straightforward",fair,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,10500,4.2,3,4,same day,2,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,14500,27.3,4,5,no complaints raised,3,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,26.0,4,4,no complaints raised,3,Not sure,fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,7500,2.4,3,3,no complaints raised,1,"Yes, straightforward",fair,3,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,15500,1.0,4,3,same day,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,18.3,4,4,same day,2,"Yes, straightforward",underpriced,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,1.0,5,5,same day,1,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,1.0,4,5,same day,2,Not sure,fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,36.0,4,4,same day,4,"Yes, straightforward",fair,3,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,18000,36.0,4,4,no complaints raised,2,Not sure,fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,5000,23.6,4,4,same day,1,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
STUDENT,14500,20.9,3,4,few days,1,Not sure,fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,1.0,4,5,no complaints raised,1,"Yes, straightforward",fair,3,No,The rent is high compared with other PGs nearby.
WORKING PROFESSIONAL,5000,5.5,5,5,over a week,2,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,11500,12.1,3,5,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,5.8,4,5,few days,3,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,11.3,4,5,never resolved,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,35.5,5,3,same day,2,"Yes, straightforward",underpriced,3,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,5000,8.4,4,3,no complaints raised,3,"Yes, straightforward",fair,4,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,18000,11.4,4,3,few days,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,27.3,4,3,no complaints raised,2,"Yes, straightforward",fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,9000,1.0,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,4.1,3,3,no complaints raised,2,Not sure,fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,5.6,4,3,few days,3,Disputes are common,fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,8500,17.2,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,9500,11.3,4,3,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,11.8,5,4,same day,0,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,6.6,5,5,no complaints raised,1,Not sure,fair,5,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,13000,1.0,5,3,same day,1,Disputes are common,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,25.4,2,5,few days,0,Disputes are common,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,11.4,5,4,few days,1,Not sure,fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,8000,25.5,4,4,over a week,2,"Yes, straightforward",fair,3,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,1.0,4,3,same day,0,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,6.6,5,4,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,13.2,4,4,no complaints raised,4,Not sure,fair,3,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,14000,14.5,3,4,no complaints raised,3,"Yes, straightforward",fair,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,5000,27.5,5,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,10.1,3,5,over a week,0,Not sure,fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,27.4,3,5,few days,2,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,21.9,4,4,no complaints raised,2,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,14.8,4,4,no complaints raised,1,Not sure,fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,2.4,4,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,7000,27.5,4,3,no complaints raised,0,Disputes are common,fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,2.8,5,4,no complaints raised,2,"Yes, straightforward",fair,3,No,The food quality is not satisfactory.
WORKING PROFESSIONAL,18000,16.1,4,5,few days,1,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,6500,15.6,3,5,over a week,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,13.4,3,5,few days,4,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
STUDENT,6000,10.7,4,3,same day,0,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,17000,4.3,4,4,no complaints raised,2,Not sure,fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,15500,1.0,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,36.0,3,5,same day,1,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,9.2,4,4,same day,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,11000,14.5,4,5,few days,2,"Yes, straightforward",overpriced,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,14.4,3,3,same day,1,"Yes, straightforward",fair,5,No,The amenities need improvement.
WORKING PROFESSIONAL,5000,32.5,4,4,same day,0,Not sure,fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,36.0,5,4,few days,1,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,16000,18.8,4,3,same day,2,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14000,14.1,5,3,few days,2,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,15500,1.0,5,4,same day,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,5000,1.0,4,5,no complaints raised,2,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
STUDENT,5000,1.0,4,3,no complaints raised,1,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,10500,4.7,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,1.0,3,3,over a week,0,Not sure,fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,18000,32.3,3,5,same day,1,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
STUDENT,18000,22.6,3,4,no complaints raised,0,"Yes, straightforward",fair,3,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,10500,12.7,4,4,few days,2,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,13500,32.7,3,4,no complaints raised,3,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,10500,1.0,5,3,never resolved,3,"Yes, straightforward",fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,5000,4.4,3,3,same day,1,"Yes, straightforward",fair,3,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,10500,1.0,4,3,no complaints raised,0,Disputes are common,fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,27.8,5,5,no complaints raised,2,"Yes, straightforward",underpriced,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,8500,4.5,5,2,same day,0,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,16.6,4,5,no complaints raised,1,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,31.1,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,36.0,4,3,no complaints raised,0,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,9500,16.0,5,4,few days,1,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,22.1,5,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,9500,3.1,5,3,no complaints raised,3,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,36.0,3,4,no complaints raised,2,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,18000,14.0,4,5,no complaints raised,3,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,17.6,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,10.4,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,13000,34.0,4,4,no complaints raised,1,"Yes, straightforward",underpriced,4,Maybe,The facilities are acceptable but there are some issues.
